movie_name,imdb_id,line_number,regex_parsing_successful,dc1_adjacent_similarity,dc2_qa_relevance,dc3_topic_concentration,cc1_emotional_stability,cc2_linguistic_consistency,cc3_action_intention_alignment,pr1_scene_similarity,pr2_event_coherence
8MM_1999,tt0134273,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8967172986615473,0.9665751767842462
The Iron Lady_2011,tt1007029,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9047049906118415
Adventureland_2009,tt1091722,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9313939867300024,0.8948387292771635
Napoleon_2023,tt13287846,4,1,0.6525025796039213,0.0,0.8641634932922798,1.0,0.9554527868462684,0.9153290765890174,0.7914430277799601,0.9289314799478147
Kubo and the Two Strings_2016,tt4302938,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9541949366981802
The Woman King_2022,tt8093700,6,1,0.9490533402813037,0.9614408414261006,0.9779299194037829,1.0,0.0,0.9303794598179582,0.0,0.8574436087044217
What They Had_2018,tt6662736,7,1,0.9694755139527365,0.9763011776644305,0.9878982379582784,1.0,0.0,0.0,0.0,0.0
"Synecdoche, New York_2008",tt0383028,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9491672485845213,0.9214116042180563
Superbad_2007,tt0829482,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.966753871479452,0.8956205299568775
The Guest_2014,tt2980592,10,1,0.9412264008646248,0.9415428696710515,0.9781610212282095,0.5,0.9821432466775959,0.0,0.0,0.0
Backdraft_1991,tt0101393,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9016863039341033
Maleficent_2014,tt1587310,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9653357737662591,0.8983656775571104
All the King's Men_2006,tt0405676,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9486810980130206,0.9246407842752232
Nine Days_2020,tt10451852,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.929679848721954
Hangin' with the Homeboys_1991,tt0101998,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8957860409033255
Selma_2014,tt1020072,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9642923148861632,0.8801110879598838
All About Eve_1950,tt0042192,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9321686143625598
Just Mercy_2019,tt4916630,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166413319380332
Punch-Drunk Love_2002,tt0272338,19,1,0.9141249248542878,0.9183022579930556,0.9629032619766368,0.16666666666666666,0.9737107213858253,0.79458964621752,0.0,0.8294795957751857
The Batman_2022,tt1877830,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.947545769645397,0.9223331992810135
Animal Kingdom_2010,tt1313092,21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9212084053018078
Fantastic Mr. Fox_2009,tt0432283,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9589250244522772,0.9143558022063532
Platoon_1986,tt0091763,23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9172167932145212
Rush_2013,tt1979320,24,1,0.943985964422987,0.0,0.9641604293882781,0.0,0.0,0.0,0.6988287529399255,0.9092116560839841
Made in Heaven_1987,tt0093467,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9213204780083445
Toy Story 4_2019,tt1979376,26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9412142347725997
Denial_2016,tt4645330,27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8906244431208945,0.905611123739898
The Best Exotic Marigold Hotel_2011,tt1412386,28,1,0.9292348784254354,0.9269113583054048,0.9681815075735626,0.5,0.9838957733779031,0.0,0.0,0.0
The Third Man_1949,tt0041959,29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9450648615180351
Extract_2009,tt1225822,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9408703399192648,0.8849511841788252
Home Alone_1990,tt0099785,31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9233811795537744,0.8530621365065515
12 Monkeys_1995,tt0114746,32,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8927670560411399
Monty Python and the Holy Grail_1975,tt0071853,33,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9607022064176752,0.9249594839550849
