movie_name,imdb_id,line_number,regex_parsing_successful,dc1_adjacent_similarity,dc2_qa_relevance,dc3_topic_concentration,cc1_emotional_stability,cc2_linguistic_consistency,cc3_action_intention_alignment,pr1_scene_similarity,pr2_event_coherence
8MM_1999,tt0134273,1,1,0.9270317400632047,0.9322664615877375,0.9633495490769676,0.5,0.9748659301461677,0.9185285074781728,0.0,0.9224232032978229
The Iron Lady_2011,tt1007029,2,1,0.9277516451394665,0.0,0.9741990994348674,0.33333333333333337,0.9776865503981231,0.8739309104798162,0.0,0.9129371682705637
Adventureland_2009,tt1091722,3,1,0.9478852605974597,0.9404326063782487,0.9762885972645908,0.5,0.9829996888904485,0.7500233181820349,0.0,0.8712771412829476
Napoleon_2023,tt13287846,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9405394125917766,0.9163641016787988
Kubo and the Two Strings_2016,tt4302938,5,1,0.9606348930017722,0.9581205220317055,0.9866042417430322,0.0,0.0,0.6813182025574576,0.0,0.9697939238491126
The Woman King_2022,tt8093700,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9733108115701915,0.9108348703799537
What They Had_2018,tt6662736,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.17407956635807617,0.9129705267574795
"Synecdoche, New York_2008",tt0383028,8,1,0.9478856293912141,0.9614323102752039,0.9731224426340461,0.0,0.0,0.7844872354866794,0.0,0.9126659505997323
Superbad_2007,tt0829482,9,1,0.8979423287842515,0.9009533827497151,0.9487680209540592,0.61,0.9638036516990282,0.8962484606029294,0.0,0.8989716642657068
The Guest_2014,tt2980592,10,1,0.9049619128423936,0.9077563453234696,0.9573626978809802,0.6666666666666666,0.9634250852101687,0.7540034080577458,0.0,0.9147294880679692
Backdraft_1991,tt0101393,11,1,0.9801474603171219,0.0,0.9919212233687983,1.0,0.0,0.0,0.0,0.9283629022067887
Maleficent_2014,tt1587310,12,1,0.8763462056036467,0.0,0.9432195989037775,1.0,0.9411671930968031,0.7106245690355041,0.1745640841749084,0.9024688428265439
All the King's Men_2006,tt0405676,13,1,0.9313801072160832,0.9213433470718199,0.9679970340393952,0.6875,0.9775893395452067,0.8894588921438652,0.0,0.9215867769054624
Nine Days_2020,tt10451852,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9495589801667913,0.90709270246806
Hangin' with the Homeboys_1991,tt0101998,15,1,0.9819797063031129,0.0,0.9949116073264944,0.0,0.0,0.0,0.0,0.9072145637953533
Selma_2014,tt1020072,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9660446894766043,0.9025122925605205
All About Eve_1950,tt0042192,17,1,0.9447980235379383,0.9479097891689041,0.9760798471547532,0.75,0.977996088292486,0.0,0.0,0.0
Just Mercy_2019,tt4916630,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9086834129136007
